2025-04-21 08:36:16,196 [INFO] HTTP Request: GET https://raw.githubusercontent.com/BerriAI/litellm/main/model_prices_and_context_window.json "HTTP/1.1 200 OK"
2025-04-21 08:36:17,367 [WARNING]  * Debugger is active!
2025-04-21 08:36:17,369 [INFO]  * Debugger PIN: 239-469-595
2025-04-21 08:57:05,115 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/archive_util.py', reloading
2025-04-21 08:57:05,116 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/__init__.py', reloading
2025-04-21 08:57:05,116 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/extension.py', reloading
2025-04-21 08:57:05,116 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_normalization.py', reloading
2025-04-21 08:57:05,116 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/build_meta.py', reloading
2025-04-21 08:57:05,117 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/discovery.py', reloading
2025-04-21 08:57:05,117 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_shutil.py', reloading
2025-04-21 08:57:05,117 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/depends.py', reloading
2025-04-21 08:57:05,118 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_importlib.py', reloading
2025-04-21 08:57:05,118 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_entry_points.py', reloading
2025-04-21 08:57:05,118 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_reqs.py', reloading
2025-04-21 08:57:05,119 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/errors.py', reloading
2025-04-21 08:57:05,119 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/msvc.py', reloading
2025-04-21 08:57:05,119 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/modified.py', reloading
2025-04-21 08:57:05,119 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_static.py', reloading
2025-04-21 08:57:05,120 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_path.py', reloading
2025-04-21 08:57:05,120 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/glob.py', reloading
2025-04-21 08:57:05,120 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/dist.py', reloading
2025-04-21 08:57:05,120 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/monkey.py', reloading
2025-04-21 08:57:05,121 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/launch.py', reloading
2025-04-21 08:57:05,121 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_imp.py', reloading
2025-04-21 08:57:05,121 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/installer.py', reloading
2025-04-21 08:57:05,121 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_itertools.py', reloading
2025-04-21 08:57:05,128 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/namespaces.py', reloading
2025-04-21 08:57:05,129 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/namespaces.py', reloading
2025-04-21 08:57:05,129 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/namespaces.py', reloading
2025-04-21 08:57:05,129 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/package_index.py', reloading
2025-04-21 08:57:05,130 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/package_index.py', reloading
2025-04-21 08:57:05,130 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/package_index.py', reloading
2025-04-21 08:57:05,130 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/sandbox.py', reloading
2025-04-21 08:57:05,130 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/sandbox.py', reloading
2025-04-21 08:57:05,130 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/sandbox.py', reloading
2025-04-21 08:57:05,131 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/unicode_utils.py', reloading
2025-04-21 08:57:05,132 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/unicode_utils.py', reloading
2025-04-21 08:57:05,132 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/unicode_utils.py', reloading
2025-04-21 08:57:05,132 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/version.py', reloading
2025-04-21 08:57:05,132 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/version.py', reloading
2025-04-21 08:57:05,132 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/version.py', reloading
2025-04-21 08:57:05,132 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/warnings.py', reloading
2025-04-21 08:57:05,134 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/warnings.py', reloading
2025-04-21 08:57:05,134 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/warnings.py', reloading
2025-04-21 08:57:05,134 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/wheel.py', reloading
2025-04-21 08:57:05,135 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/wheel.py', reloading
2025-04-21 08:57:05,135 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/wheel.py', reloading
2025-04-21 08:57:05,135 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/windows_support.py', reloading
2025-04-21 08:57:05,136 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/windows_support.py', reloading
2025-04-21 08:57:05,136 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/windows_support.py', reloading
2025-04-21 08:57:05,136 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/archive_util.py', reloading
2025-04-21 08:57:05,137 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/__init__.py', reloading
2025-04-21 08:57:05,137 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/filelist.py', reloading
2025-04-21 08:57:05,137 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/_log.py', reloading
2025-04-21 08:57:05,137 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/versionpredicate.py', reloading
2025-04-21 08:57:05,138 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/unixccompiler.py', reloading
2025-04-21 08:57:05,138 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/sysconfig.py', reloading
2025-04-21 08:57:05,140 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/extension.py', reloading
2025-04-21 08:57:05,140 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/cmd.py', reloading
2025-04-21 08:57:05,140 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/log.py', reloading
2025-04-21 08:57:05,140 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/spawn.py', reloading
2025-04-21 08:57:05,141 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/util.py', reloading
2025-04-21 08:57:05,141 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/ccompiler.py', reloading
2025-04-21 08:57:05,141 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/fancy_getopt.py', reloading
2025-04-21 08:57:05,141 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/core.py', reloading
2025-04-21 08:57:05,141 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/dep_util.py', reloading
2025-04-21 08:57:05,142 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/debug.py', reloading
2025-04-21 08:57:05,142 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/errors.py', reloading
2025-04-21 08:57:05,142 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/dir_util.py', reloading
2025-04-21 08:57:05,142 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/_msvccompiler.py', reloading
2025-04-21 08:57:05,143 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/version.py', reloading
2025-04-21 08:57:05,143 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/text_file.py', reloading
2025-04-21 08:57:05,143 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/dist.py', reloading
2025-04-21 08:57:05,143 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/_macos_compat.py', reloading
2025-04-21 08:57:05,144 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/_modified.py', reloading
2025-04-21 08:57:05,144 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/zosccompiler.py', reloading
2025-04-21 08:57:05,144 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/file_util.py', reloading
2025-04-21 08:57:05,145 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/cygwinccompiler.py', reloading
2025-04-21 08:57:05,145 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/compilers/C/base.py', reloading
2025-04-21 08:57:05,145 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/compilers/C/unix.py', reloading
2025-04-21 08:57:05,145 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/compilers/C/errors.py', reloading
2025-04-21 08:57:05,146 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/compilers/C/msvc.py', reloading
2025-04-21 08:57:05,146 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/compilers/C/cygwin.py', reloading
2025-04-21 08:57:05,146 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/compilers/C/zos.py', reloading
2025-04-21 08:57:05,146 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/compilers/C/tests/test_cygwin.py', reloading
2025-04-21 08:57:05,146 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/compilers/C/tests/test_unix.py', reloading
2025-04-21 08:57:05,147 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/compilers/C/tests/test_msvc.py', reloading
2025-04-21 08:57:05,147 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/compilers/C/tests/test_base.py', reloading
2025-04-21 08:57:05,148 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/compilers/C/tests/test_mingw.py', reloading
2025-04-21 08:57:05,148 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/command/_framework_compat.py', reloading
2025-04-21 08:57:05,148 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/command/__init__.py', reloading
2025-04-21 08:57:05,148 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/command/install_scripts.py', reloading
2025-04-21 08:57:05,149 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/command/install_egg_info.py', reloading
2025-04-21 08:57:05,149 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/command/install_data.py', reloading
2025-04-21 08:57:05,149 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/command/install.py', reloading
2025-04-21 08:57:05,149 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/command/build_py.py', reloading
2025-04-21 08:57:05,150 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/command/bdist_rpm.py', reloading
2025-04-21 08:57:05,150 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/command/sdist.py', reloading
2025-04-21 08:57:05,150 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/command/build_clib.py', reloading
2025-04-21 08:57:05,150 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/command/bdist.py', reloading
2025-04-21 08:57:05,150 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/command/build_scripts.py', reloading
2025-04-21 08:57:05,151 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/command/clean.py', reloading
2025-04-21 08:57:05,151 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/command/install_lib.py', reloading
2025-04-21 08:57:05,151 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/command/install_headers.py', reloading
2025-04-21 08:57:05,151 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/command/bdist_dumb.py', reloading
2025-04-21 08:57:05,151 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/command/build_ext.py', reloading
2025-04-21 08:57:05,152 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/command/build.py', reloading
2025-04-21 08:57:05,152 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/command/check.py', reloading
2025-04-21 08:57:05,153 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/command/config.py', reloading
2025-04-21 08:57:05,153 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_file_util.py', reloading
2025-04-21 08:57:05,153 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_bdist_dumb.py', reloading
2025-04-21 08:57:05,153 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_spawn.py', reloading
2025-04-21 08:57:05,154 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_text_file.py', reloading
2025-04-21 08:57:05,154 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/__init__.py', reloading
2025-04-21 08:57:05,154 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_install_headers.py', reloading
2025-04-21 08:57:05,155 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_install.py', reloading
2025-04-21 08:57:05,155 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_check.py', reloading
2025-04-21 08:57:05,155 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_archive_util.py', reloading
2025-04-21 08:57:05,156 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_install_data.py', reloading
2025-04-21 08:57:05,156 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_log.py', reloading
2025-04-21 08:57:05,156 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_build_scripts.py', reloading
2025-04-21 08:57:05,156 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_install_lib.py', reloading
2025-04-21 08:57:05,157 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_build.py', reloading
2025-04-21 08:57:05,157 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_build_clib.py', reloading
2025-04-21 08:57:05,157 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_sdist.py', reloading
2025-04-21 08:57:05,157 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_util.py', reloading
2025-04-21 08:57:05,157 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_clean.py', reloading
2025-04-21 08:57:05,158 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_install_scripts.py', reloading
2025-04-21 08:57:05,158 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_modified.py', reloading
2025-04-21 08:57:05,159 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_extension.py', reloading
2025-04-21 08:57:05,159 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_sysconfig.py', reloading
2025-04-21 08:57:05,159 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_core.py', reloading
2025-04-21 08:57:05,160 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_cmd.py', reloading
2025-04-21 08:57:05,160 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_dir_util.py', reloading
2025-04-21 08:57:05,160 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_bdist.py', reloading
2025-04-21 08:57:05,160 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_bdist_rpm.py', reloading
2025-04-21 08:57:05,161 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_build_py.py', reloading
2025-04-21 08:57:05,161 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_build_ext.py', reloading
2025-04-21 08:57:05,161 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_dist.py', reloading
2025-04-21 08:57:05,162 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/support.py', reloading
2025-04-21 08:57:05,162 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_filelist.py', reloading
2025-04-21 08:57:05,162 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_config_cmd.py', reloading
2025-04-21 08:57:05,162 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/compat/__init__.py', reloading
2025-04-21 08:57:05,163 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/compat/py39.py', reloading
2025-04-21 08:57:05,163 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/compat/numpy.py', reloading
2025-04-21 08:57:05,163 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_text_file.py', reloading
2025-04-21 08:57:05,163 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_text_file.py', reloading
2025-04-21 08:57:05,164 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_text_file.py', reloading
2025-04-21 08:57:05,164 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_util.py', reloading
2025-04-21 08:57:05,165 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_util.py', reloading
2025-04-21 08:57:05,166 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_util.py', reloading
2025-04-21 08:57:05,166 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_version.py', reloading
2025-04-21 08:57:05,166 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_version.py', reloading
2025-04-21 08:57:05,166 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_version.py', reloading
2025-04-21 08:57:05,167 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_versionpredicate.py', reloading
2025-04-21 08:57:05,167 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/test_versionpredicate.py', reloading
2025-04-21 08:57:05,167 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/unix_compat.py', reloading
2025-04-21 08:57:05,168 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/unix_compat.py', reloading
2025-04-21 08:57:05,168 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/unix_compat.py', reloading
2025-04-21 08:57:05,168 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/compat/__init__.py', reloading
2025-04-21 08:57:05,168 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/compat/py39.py', reloading
2025-04-21 08:57:05,168 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/compat/py39.py', reloading
2025-04-21 08:57:05,169 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_distutils/tests/compat/py39.py', reloading
2025-04-21 08:57:05,169 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_vendor/typing_extensions.py', reloading
2025-04-21 08:57:05,170 [INFO]  * Detected change in '/home/copilot-venv/lib/python3.12/site-packages/setuptools/_vendor/autocommand/__init__.py', reloading
